,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,Major College,Subject College,Mid Term Grade Number,Final Grade Number,MT Intervention Needed
23756,23756,Registered,COMM,17591,KC,B,A-,COMM,ID,202310,FR,COMM 17591,CAED,CCI,3.7,3.0,Passing MT Grade
23760,23760,Stopped Attending - Failed,COMM,17591,KC,W,W,COMM,PR,202310,SO,COMM 17591,CCI,CCI,0.0,0.0,Withdrew From Course
23761,23761,Registered,COMM,17591,KC,A,B+,COMM,ID,202310,FR,COMM 17591,CAED,CCI,3.3,4.0,Passing MT Grade
23767,23767,Registered,COMM,17591,KC,A,A,COMM,COMM,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23768,23768,Registered,COMM,17591,KC,F,F,COMM,ID,202310,FR,COMM 17591,CAED,CCI,0.0,0.0,FR/SO Intervention Needed
23771,23771,Registered,COMM,17591,KC,A,,COMM,PHOT,202310,SO,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
23777,23777,Registered,COMM,17591,KC,A,A,COMM,ADV,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23779,23779,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23781,23781,Registered,COMM,17591,KC,D,A,COMM,VCD,202310,FR,COMM 17591,CCI,CCI,4.0,1.0,Passing MT Grade
23783,23783,Registered,COMM,17591,KC,C-,A,COMM,FM,202310,JR,COMM 17591,CotA,CCI,4.0,1.7,Passing MT Grade
23784,23784,Registered,COMM,17591,KC,A-,A,COMM,THEA,202310,SR,COMM 17591,CotA,CCI,4.0,3.7,Passing MT Grade
23786,23786,Registered,COMM,17591,KC,A-,A,COMM,ADV,202310,SR,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
23788,23788,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23792,23792,Registered,COMM,17591,KC,A-,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,3.7,Passing MT Grade
23794,23794,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23796,23796,Registered,COMM,17591,KC,A,B-,COMM,ID,202310,SO,COMM 17591,CAED,CCI,2.7,4.0,Passing MT Grade
23797,23797,Registered,COMM,17591,KC,A,A,COMM,VCD,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23801,23801,Registered,COMM,17591,KC,A,,COMM,COMM,202310,FR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
23805,23805,Registered,COMM,17591,KC,A,,COMM,COMM,202310,SO,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
23812,23812,Registered,COMM,17591,KC,B+,A,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,4.0,3.3,Passing MT Grade
23814,23814,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23842,23842,Registered,COMM,17591,KC,A,A,COMM,VCD,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23849,23849,Registered,COMM,17591,KC,A,B+,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,3.3,4.0,Passing MT Grade
23854,23854,Registered,COMM,17591,KC,B-,A,COMM,PHOT,202310,FR,COMM 17591,CCI,CCI,4.0,2.7,Passing MT Grade
23855,23855,Registered,COMM,17591,KC,A,A,COMM,FM,202310,SR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
23859,23859,Registered,COMM,17591,KC,A,A,COMM,VCD,202310,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23862,23862,Registered,COMM,17591,KC,A,A,COMM,ID,202310,SO,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23864,23864,Registered,COMM,17591,KC,A,A-,COMM,ID,202310,SO,COMM 17591,CAED,CCI,3.7,4.0,Passing MT Grade
23867,23867,Registered,COMM,17591,KC,B-,C-,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,1.7,2.7,FR/SO Intervention Needed
23872,23872,Registered,COMM,17591,KC,A-,B+,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,3.3,3.7,Passing MT Grade
23875,23875,Registered,COMM,17591,KC,A-,A-,COMM,PR,202310,FR,COMM 17591,CCI,CCI,3.7,3.7,Passing MT Grade
23880,23880,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23886,23886,Registered,COMM,17591,KC,A-,B,COMM,COMM,202310,SR,COMM 17591,CCI,CCI,3.0,3.7,Passing MT Grade
23891,23891,Registered,COMM,17591,KC,A-,,COMM,ID,202310,FR,COMM 17591,CAED,CCI,,3.7,No MT Grade Entered
23894,23894,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23897,23897,Registered,COMM,17591,KC,B+,,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,,3.3,No MT Grade Entered
23899,23899,Registered,COMM,17591,KC,C+,C+,COMM,JNL,202310,FR,COMM 17591,CCI,CCI,2.3,2.3,Passing MT Grade
23903,23903,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23904,23904,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23905,23905,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23909,23909,Registered,COMM,17591,KC,A-,A,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
23911,23911,Registered,COMM,17591,KC,A,A,COMM,ID,202310,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23912,23912,Registered,COMM,17591,KC,A,A-,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,3.7,4.0,Passing MT Grade
23914,23914,Registered,COMM,17591,KC,A,A-,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,3.7,4.0,Passing MT Grade
23915,23915,Registered,COMM,17591,KC,B-,C-,COMM,VCD,202310,SR,COMM 17591,CCI,CCI,1.7,2.7,Passing MT Grade
23917,23917,Registered,COMM,17591,KC,B,B-,COMM,ID,202310,FR,COMM 17591,CAED,CCI,2.7,3.0,Passing MT Grade
23919,23919,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23920,23920,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23922,23922,Registered,COMM,17591,KC,A,A,COMM,EMAT,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23923,23923,Registered,COMM,17591,KC,A,A,COMM,ID,202310,SR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
23929,23929,Registered,COMM,17591,KC,B+,B-,COMM,ID,202310,FR,COMM 17591,CAED,CCI,2.7,3.3,Passing MT Grade
23931,23931,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23932,23932,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23934,23934,Registered,COMM,17591,KC,B+,A,COMM,ARCH,202310,FR,COMM 17591,CAED,CCI,4.0,3.3,Passing MT Grade
23938,23938,Registered,COMM,17591,KC,B,C+,COMM,JNL,202310,SO,COMM 17591,CCI,CCI,2.3,3.0,Passing MT Grade
23944,23944,Registered,COMM,17591,KC,B-,B-,COMM,ID,202310,FR,COMM 17591,CAED,CCI,2.7,2.7,Passing MT Grade
23945,23945,Registered,COMM,17591,KC,B,A-,COMM,ID,202310,FR,COMM 17591,CAED,CCI,3.7,3.0,Passing MT Grade
23948,23948,Registered,COMM,17591,KC,A,A,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23953,23953,Registered,COMM,17591,KC,B+,A-,COMM,MUS,202310,SO,COMM 17591,CotA,CCI,3.7,3.3,Passing MT Grade
23954,23954,Registered,COMM,17591,KC,A,A,COMM,PR,202310,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23957,23957,Registered,COMM,17591,KC,A-,A,COMM,FM,202310,JR,COMM 17591,CotA,CCI,4.0,3.7,Passing MT Grade
23961,23961,Std Dropped,COMM,17591,KC,DR,DR,COMM,DMP,202310,SO,COMM 17591,CCI,CCI,,,Dropped Course
23965,23965,Registered,COMM,17591,KC,A,B,COMM,DMP,202380,JR,COMM 17591,CCI,CCI,3.0,4.0,Passing MT Grade
23971,23971,Registered,COMM,17591,KC,A,A,COMM,FM,202380,JR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
23972,23972,Registered,COMM,17591,KC,B-,B-,COMM,JNL,202380,FR,COMM 17591,CCI,CCI,2.7,2.7,Passing MT Grade
23974,23974,Registered,COMM,17591,KC,A-,A-,COMM,DMP,202380,SR,COMM 17591,CCI,CCI,3.7,3.7,Passing MT Grade
23983,23983,Registered,COMM,17591,KC,B,A-,COMM,ADV,202380,SR,COMM 17591,CCI,CCI,3.7,3.0,Passing MT Grade
23984,23984,Stopped Attending - Failed,COMM,17591,KC,W,W,COMM,COMM,202380,SR,COMM 17591,CCI,CCI,0.0,0.0,Withdrew From Course
23985,23985,Registered,COMM,17591,KC,A-,A,COMM,VCD,202380,SR,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
23987,23987,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
23990,23990,Stopped Attending - Failed,COMM,17591,KC,W,F,COMM,DMP,202380,SR,COMM 17591,CCI,CCI,0.0,0.0,JR/SR Intervention Needed
23993,23993,Registered,COMM,17591,KC,B,B,COMM,FM,202380,SR,COMM 17591,CotA,CCI,3.0,3.0,Passing MT Grade
23995,23995,Stopped Attending - Failed,COMM,17591,KC,W,W,COMM,FM,202380,SO,COMM 17591,CotA,CCI,0.0,0.0,Withdrew From Course
23997,23997,Registered,COMM,17591,KC,A,,COMM,ADV,202380,JR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
23999,23999,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24001,24001,Registered,COMM,17591,KC,F,F,COMM,PHOT,202380,JR,COMM 17591,CCI,CCI,0.0,0.0,JR/SR Intervention Needed
24003,24003,Registered,COMM,17591,KC,B,A-,COMM,EMAT,202380,SO,COMM 17591,CCI,CCI,3.7,3.0,Passing MT Grade
24008,24008,Registered,COMM,17591,KC,A-,B+,COMM,FM,202380,SR,COMM 17591,CotA,CCI,3.3,3.7,Passing MT Grade
24010,24010,Registered,COMM,17591,KC,A,A,COMM,VCD,202380,SR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24017,24017,Registered,COMM,17591,KC,B-,B-,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,2.7,2.7,Passing MT Grade
24018,24018,Registered,COMM,17591,KC,A,A,COMM,JNL,202380,SR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24025,24025,Std Dropped,COMM,17591,KC,DR,DR,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,,,Dropped Course
24026,24026,Registered,COMM,17591,KC,A,A-,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,3.7,4.0,Passing MT Grade
24028,24028,Registered,COMM,17591,KC,B,B,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,3.0,3.0,Passing MT Grade
24035,24035,Registered,COMM,17591,KC,F,F,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,0.0,0.0,JR/SR Intervention Needed
24037,24037,Std Withdrawn,COMM,17591,KC,B+,,COMM,FM,202380,SO,COMM 17591,CotA,CCI,,3.3,No MT Grade Entered
24039,24039,Registered,COMM,17591,KC,A,,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
24040,24040,Registered,COMM,17591,KC,A,,COMM,PR,202380,JR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
24041,24041,Registered,COMM,17591,KC,A,A,COMM,ARCH,202380,SO,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24042,24042,Std Dropped,COMM,17591,KC,DR,DR,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,,,Dropped Course
24045,24045,Registered,COMM,17591,KC,B,C,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,2.0,3.0,Passing MT Grade
24046,24046,Stopped Attending - Failed,COMM,17591,KC,W,C+,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,2.3,0.0,Passing MT Grade
24051,24051,Registered,COMM,17591,KC,D,B+,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,3.3,1.0,Passing MT Grade
24056,24056,Registered,COMM,17591,KC,A,A,COMM,ID,202380,SO,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24057,24057,Registered,COMM,17591,KC,B-,,COMM,ARTE,202380,JR,COMM 17591,CotA,CCI,,2.7,No MT Grade Entered
24061,24061,Registered,COMM,17591,KC,A,A,COMM,PR,202380,SR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24062,24062,Registered,COMM,17591,KC,F,F,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,0.0,0.0,FR/SO Intervention Needed
24077,24077,Registered,COMM,17591,KC,A-,B+,COMM,EMAT,202380,JR,COMM 17591,CCI,CCI,3.3,3.7,Passing MT Grade
24084,24084,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24093,24093,Registered,COMM,17591,KC,B+,B-,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,2.7,3.3,Passing MT Grade
24098,24098,Registered,COMM,17591,KC,B,B+,COMM,DMP,202380,FR,COMM 17591,CCI,CCI,3.3,3.0,Passing MT Grade
24100,24100,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24111,24111,Registered,COMM,17591,KC,B+,B-,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,2.7,3.3,Passing MT Grade
24122,24122,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24123,24123,Registered,COMM,17591,KC,A,B+,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,3.3,4.0,Passing MT Grade
24127,24127,Registered,COMM,17591,KC,B+,A-,COMM,ARTE,202380,FR,COMM 17591,CotA,CCI,3.7,3.3,Passing MT Grade
24130,24130,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,SR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24138,24138,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24139,24139,Registered,COMM,17591,KC,A-,A,COMM,ADV,202380,SR,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
24144,24144,Registered,COMM,17591,KC,A,A,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24147,24147,Registered,COMM,17591,KC,D,D+,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,1.3,1.0,FR/SO Intervention Needed
24171,24171,Registered,COMM,17591,KC,B,C,COMM,DMP,202380,SR,COMM 17591,CCI,CCI,2.0,3.0,Passing MT Grade
24201,24201,Registered,COMM,17591,KC,A,A,COMM,VCD,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24202,24202,Registered,COMM,17591,KC,A,A,COMM,FM,202380,SO,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24206,24206,Registered,COMM,17591,KC,A,B-,COMM,DMP,202380,FR,COMM 17591,CCI,CCI,2.7,4.0,Passing MT Grade
24207,24207,Registered,COMM,17591,KC,A-,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
24219,24219,Registered,COMM,17591,KC,A-,B,COMM,PR,202380,JR,COMM 17591,CCI,CCI,3.0,3.7,Passing MT Grade
24220,24220,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24221,24221,Registered,COMM,17591,KC,A,B+,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,3.3,4.0,Passing MT Grade
24307,24307,Registered,COMM,17591,KC,B,B+,COMM,ADV,202380,JR,COMM 17591,CCI,CCI,3.3,3.0,Passing MT Grade
24310,24310,Registered,COMM,17591,KC,B,,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,,3.0,No MT Grade Entered
24320,24320,Registered,COMM,17591,KC,A,A,COMM,COMA,202380,SO,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24321,24321,Registered,COMM,17591,KC,B,C+,COMM,ADV,202380,SO,COMM 17591,CCI,CCI,2.3,3.0,Passing MT Grade
24324,24324,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24325,24325,Registered,COMM,17591,KC,A,A-,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,3.7,4.0,Passing MT Grade
24352,24352,Registered,COMM,17591,KC,B,B,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,3.0,3.0,Passing MT Grade
24357,24357,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24361,24361,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24364,24364,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24366,24366,Registered,COMM,17591,KC,F,F,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,0.0,0.0,FR/SO Intervention Needed
24371,24371,Registered,COMM,17591,KC,A,A,COMM,EMAT,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24398,24398,Registered,COMM,17591,KC,A,A,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24411,24411,Stopped Attending - Failed,COMM,17591,KC,W,F,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,0.0,0.0,FR/SO Intervention Needed
24421,24421,Registered,COMM,17591,KC,A-,A,COMM,ID,202380,SO,COMM 17591,CAED,CCI,4.0,3.7,Passing MT Grade
24426,24426,Registered,COMM,17591,KC,C,A-,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,3.7,2.0,Passing MT Grade
24429,24429,Registered,COMM,17591,KC,B,B+,COMM,COMM,202380,SR,COMM 17591,CCI,CCI,3.3,3.0,Passing MT Grade
24432,24432,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,FR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24433,24433,Registered,COMM,17591,KC,A,,COMM,JNL,202380,JR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
24434,24434,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24437,24437,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24438,24438,Registered,COMM,17591,KC,B+,C+,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,2.3,3.3,Passing MT Grade
24443,24443,Registered,COMM,17591,KC,B,B+,COMM,ARTE,202380,FR,COMM 17591,CotA,CCI,3.3,3.0,Passing MT Grade
24445,24445,Registered,COMM,17591,KC,B+,B,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,3.0,3.3,Passing MT Grade
24447,24447,Registered,COMM,17591,KC,B,B-,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,2.7,3.0,Passing MT Grade
24448,24448,Registered,COMM,17591,KC,B+,B+,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,3.3,3.3,Passing MT Grade
24477,24477,Registered,COMM,17591,KC,B-,C+,COMM,COMA,202380,SO,COMM 17591,CAED,CCI,2.3,2.7,Passing MT Grade
24483,24483,Registered,COMM,17591,KC,B+,A,COMM,DNST,202380,SO,COMM 17591,CotA,CCI,4.0,3.3,Passing MT Grade
24492,24492,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24493,24493,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,FR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24499,24499,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24501,24501,Registered,COMM,17591,KC,B+,B+,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,3.3,3.3,Passing MT Grade
24506,24506,Registered,COMM,17591,KC,A,A,COMM,ID,202380,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24513,24513,Registered,COMM,17591,KC,A,A,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24514,24514,Registered,COMM,17591,KC,A,,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
24519,24519,Registered,COMM,17591,KC,C+,B,COMM,MUT,202380,SO,COMM 17591,CotA,CCI,3.0,2.3,Passing MT Grade
24524,24524,Registered,COMM,17591,KC,A,A,COMM,ID,202380,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24525,24525,Registered,COMM,17591,KC,C+,B,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,3.0,2.3,Passing MT Grade
24526,24526,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24534,24534,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24537,24537,Registered,COMM,17591,KC,A,A-,COMM,VCD,202380,FR,COMM 17591,CCI,CCI,3.7,4.0,Passing MT Grade
24539,24539,Registered,COMM,17591,KC,A-,A,COMM,FD,202380,SR,COMM 17591,CotA,CCI,4.0,3.7,Passing MT Grade
24543,24543,Registered,COMM,17591,KC,A-,A-,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,3.7,3.7,Passing MT Grade
24544,24544,Registered,COMM,17591,KC,B-,A,COMM,FM,202380,FR,COMM 17591,CotA,CCI,4.0,2.7,Passing MT Grade
24549,24549,Registered,COMM,17591,KC,A,A,COMM,ID,202380,SO,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24552,24552,Registered,COMM,17591,KC,C-,C+,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,2.3,1.7,Passing MT Grade
24556,24556,Registered,COMM,17591,KC,B,B,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,3.0,3.0,Passing MT Grade
24565,24565,Registered,COMM,17591,KC,A,A,COMM,ID,202380,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24570,24570,Registered,COMM,17591,KC,B+,B+,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,3.3,3.3,Passing MT Grade
24579,24579,Stopped Attending - Failed,COMM,17591,KC,W,W,COMM,COMM,202380,JR,COMM 17591,CCI,CCI,0.0,0.0,Withdrew From Course
24584,24584,Registered,COMM,17591,KC,A-,F,COMM,ID,202380,FR,COMM 17591,CAED,CCI,0.0,3.7,FR/SO Intervention Needed
24593,24593,Registered,COMM,17591,KC,A-,B+,COMM,ID,202380,FR,COMM 17591,CAED,CCI,3.3,3.7,Passing MT Grade
24598,24598,Registered,COMM,17591,KC,A,A,COMM,ARTE,202380,FR,COMM 17591,CotA,CCI,4.0,4.0,Passing MT Grade
24599,24599,Registered,COMM,17591,KC,F,D,COMM,ID,202380,FR,COMM 17591,CAED,CCI,1.0,0.0,FR/SO Intervention Needed
24614,24614,Registered,COMM,17591,KC,A,A,COMM,ID,202380,JR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24618,24618,Registered,COMM,17591,KC,B+,B,COMM,ID,202380,FR,COMM 17591,CAED,CCI,3.0,3.3,Passing MT Grade
24619,24619,Stopped Attending - Failed,COMM,17591,KC,W,W,COMM,ID,202380,FR,COMM 17591,CAED,CCI,0.0,0.0,Withdrew From Course
24620,24620,Registered,COMM,17591,KC,B-,B-,COMM,VCD,202380,FR,COMM 17591,CCI,CCI,2.7,2.7,Passing MT Grade
24624,24624,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24628,24628,Registered,COMM,17591,KC,A,,COMM,VCD,202380,FR,COMM 17591,CCI,CCI,,4.0,No MT Grade Entered
24629,24629,Registered,COMM,17591,KC,A,A,COMM,ID,202380,FR,COMM 17591,CAED,CCI,4.0,4.0,Passing MT Grade
24632,24632,Registered,COMM,17591,KC,B,B-,COMM,DMP,202380,FR,COMM 17591,CCI,CCI,2.7,3.0,Passing MT Grade
24674,24674,Registered,COMM,17591,KC,A,A,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24675,24675,Registered,COMM,17591,KC,A,A,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24676,24676,Registered,COMM,17591,KC,B,A,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,4.0,3.0,Passing MT Grade
24714,24714,Registered,COMM,17591,KC,F,D,COMM,VCD,202380,JR,COMM 17591,CCI,CCI,1.0,0.0,Passing MT Grade
24722,24722,Registered,COMM,17591,KC,C-,D,COMM,DMP,202380,SO,COMM 17591,CCI,CCI,1.0,1.7,FR/SO Intervention Needed
24765,24765,Registered,COMM,17591,KC,B-,C,COMM,ARTE,202380,SO,COMM 17591,CotA,CCI,2.0,2.7,FR/SO Intervention Needed
24767,24767,Registered,COMM,17591,KC,A-,A,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
24769,24769,Registered,COMM,17591,KC,A,A-,COMM,PR,202380,FR,COMM 17591,CCI,CCI,3.7,4.0,Passing MT Grade
24773,24773,Registered,COMM,17591,KC,S,S,COMM,VCD,202380,SO,COMM 17591,CCI,CCI,4.0,4.0,Passing MT Grade
24774,24774,Registered,COMM,17591,KC,B-,B+,COMM,COMM,202380,SO,COMM 17591,CCI,CCI,3.3,2.7,Passing MT Grade
24776,24776,Registered,COMM,17591,KC,A-,A-,COMM,ID,202380,SO,COMM 17591,CAED,CCI,3.7,3.7,Passing MT Grade
24786,24786,Registered,COMM,17591,KC,B+,B,COMM,PHOT,202380,SO,COMM 17591,CCI,CCI,3.0,3.3,Passing MT Grade
24847,24847,Registered,COMM,17591,KC,A-,A,COMM,JNL,202380,SO,COMM 17591,CCI,CCI,4.0,3.7,Passing MT Grade
24850,24850,Registered,COMM,17591,KC,A,B,COMM,COMM,202380,FR,COMM 17591,CCI,CCI,3.0,4.0,Passing MT Grade
24856,24856,Registered,COMM,17591,KC,C+,C-,COMM,VCD,202380,FR,COMM 17591,CCI,CCI,1.7,2.3,FR/SO Intervention Needed
